Order_ID,Customer_ID,Order_Date,Region,City,Sales_Channel,Customer_Segment,Age,Category,Subcategory,Quantity,Unit_Price,Total_Sales,Cost,Profit,Payment_Method,Satisfaction,Delivery_Date
ORD-11294-009273,CUST_00491,2023-12-27,West,,Marketplace,Small Business,46.0,Electronics,Accessories,1.0,18051.98,18051.98,9719.29,6527.49,UPI,3.5,2023-12-30
ORD-8718-006697,CUST_00772,2023-11-20,West,Mumbai,,Consumer,25.0,Electronics,Accessories,4.0,57392.96,229571.84,117802.54,88812.14,Debit Card,3.3,2023-11-22
ORD-9615-007594,CUST_01111,2022-07-29,Central,Nagpur,Online,Small Business,21.0,Home Appliances,,10.0,6082.29,60822.9,39943.16,8715.13,Credit Card,3.7,2022-08-02
ORD-7287-005266,CUST_00355,2025-01-11,East,Guwahati,Store,Corporate,55.0,Office Supplies,Pens,2.0,1438.27,2876.54,1709.85,1166.68,UPI,3.0,2025-01-15
ORD-3943-001922,CUST_00069,2024-09-04,North,Chandigarh,Online,Corporate,38.0,Clothing,Women,1.0,4308.66,4308.66,2484.09,1393.7,UPI,3.7,2024-09-07
ORD-9765-007744,CUST_01158,2024-04-10,South,Hyderabad,,Consumer,51.0,Sports,Fitness,3.0,6138.24,18414.72,13515.14,4899.58,UPI,4.0,2024-04-11
ORD-9584-007563,CUST_01001,2023-10-23,South ,Jaipur,Online,Consumer,37.0,Office Supplies,Binders,1.0,1277.82,1277.82,1075.47,202.35,Debit Card,4.2,2023-10-26
ORD-9562-007541,CUST_00434,2023-01-29,North,Jaipur,Online,Consumer,43.0,Beauty,Cosmetics,1.0,5365.65,5365.65,3340.27,2025.38,Debit Card,2.8,2023-02-01
ORD-6141-004120,CUST_01060,2025-01-07,West,Mumbai,Store,Consumer,46.0,Home Appliances,Small Appliances,4.0,35798.77,143195.08,83158.55,60036.54,Debit Card,3.8,2025-01-10
ORD-10331-008310,CUST_00141,2024-10-23,East,Kolkata,Marketplace,Consumer,27.0,Office Supplies,Pens,3.0,567.37,1702.11,849.44,427.15,UPI,3.8,2024-10-27
ORD-11402-009381,CUST_00937,2023-06-17,North,Jaipur,Online,Consumer,22.0,Office Supplies,Paper,4.0,2070.74,8282.96,5915.63,1539.03,Credit Card,4.5,2023-06-19
ORD-9717-007696,CUST_00100,2024-03-01,West,Pune,Phone,Corporate,23.0,Home Appliances,Cooling,6.0,35011.18,210067.08,112264.59,45285.73,Debit Card,5.0,
ORD-8764-006743,CUST_00983,2022-06-02,East,Kolkata,Online,Consumer,25.0,Grocery,Packaged Food,4.0,640.17,2560.68,1583.05,977.65,Debit Card,3.0,2022-06-05
ORD-10296-008275,CUST_00194,2024-12-02,East,Bhubaneswar,Online,Small Business,48.0,Furniture,Chairs,5.0,4148.52,20742.6,11148.56,9594.06,Credit Card,3.1,2024-12-04
ORD-10900-008879,CUST_00393,2024-02-20,South,Hyderabad,Online,Consumer,41.0,Home appliances,Snacks,5.0,1532.16,7660.8,4203.88,1924.76,Cash,5.0,2024-02-23
ORD-6511-004490,CUST_00938,2022-08-09,East,Bhubaneswar,Online,Consumer,50.0,Furniture,Desks,4.0,11677.06,46708.24,31891.85,14816.37,UPI,3.4,2022-08-12
ORD-6890-004869,CUST_00038,2023-08-05,East,Kolkata,Marketplace,Consumer,38.0,Electronics,Phones,1.0,30608.59,30608.59,16152.87,12925.29,,3.3,2023-08-10
ORD-11175-009154,CUST_00847,2023-12-19,East,Bhubaneswar,Store,Consumer,13.0,Furniture,Tables,6.0,11559.12,69354.72,38261.5,31093.24,Debit Card,4.5,2023-12-29
ORD-9515-007494,CUST_01054,2022-10-11,East,Bhubaneswar,Phone,,25.0,Clothing,Women,2.0,5892.39,11784.78,5302.17,4714.89,Debit Card,2.9,2022-10-13
ORD-11067-009046,CUST_00741,2023-11-17,North,Jaipur,Online,Consumer,27.0,Grocery,Snacks,1.0,269.35,269.35,128.19,127.7,UPI,3.9,2023-11-20
ORD-8767-006746,CUST_01125 ,2022-07-21,Central,Indore,Online,Consumer,37.0,Furniture,Chairs,6.0,39253.58,235521.48,187681.82,47839.69,Credit Card,3.4,2022-07-26
ORD-7082-005061,CUST_00091,2024-11-19,Central,Nagpur,Online,Small Business,33.0,Grocery,Packaged Food,3.0,1031.09,3093.27,2675.06,418.2,Credit Card,2.2,2024-11-23
ORD-3352-001331,CUST_00399,2022-04-12,East,Guwahati,Marketplace,Small Business,20.0,Office Supplies,Pens,3.0,2358.86,7076.58,4016.15,3060.44,Debit Card,3.8,2022-04-15
ORD-7304-005283,CUST_00333,2022-01-11,North,Chandigarh,Online,Consumer,25.0,Beauty,Personal Care,4.0,4335.58,17342.32,9194.38,5546.58,Credit Card,3.8,2022-01-13
ORD-9420-007399,CUST_00852,2023-05-04,West,Pune,Online,Consumer,44.0,Clothing,Footwear,2.0,4096.86,8193.72,4076.5,4117.22,Debit Card,4.4,2023-05-11
ORD-8495-006474,CUST_00638,2023-08-31,East,Nagpur,Store,Consumer,39.0,Furniture,Desks,10.0,37799.21,377992.1,223487.75,154504.32,Cash,3.4,2023-09-03
ORD-3805-001784,CUST_00951,2022-01-24,West,Pune,Marketplace,Corporate,26.0,Furniture,Chairs,4.0,6239.7,24958.8,12581.28,12377.5,UPI,2.4,2022-01-29
ORD-9135-007114,CUST_00753,2023-04-25,North,Delhi,Marketplace,Corporate,33.0,Office Supplies,Binders,5.0,286.22,1431.1,658.35,558.08,Credit Card,4.9,2023-04-27
ORD-5729-003708,CUST_00156,2023-05-15,South,Bengaluru,Store,Consumer,44.0,Grocery,Snacks,5.0,1870.23,9351.15,6482.3,2868.86,Credit Card,5.0,2023-05-19
ORD-2410-000389,CUST_00904,2022-09-08,West,Mumbai,Online,Consumer,31.0,Grocery,,1.0,1956.38,1956.38,1421.42,437.14,Cash,,2022-09-15
ORD-4532-002511,CUST_00476 ,2024-05-11,North,Chandigarh,Store,Consumer,37.0,Beauty,Cosmetics,1.0,1451.75,1451.75,739.8,711.95,UPI,3.6,2024-05-16
ORD-7616-005595,CUST_00371,2023-01-11,South,Chennai,Online,Consumer,31.0,Electronics,Accessories,4.0,83328.18,333312.72,163587.04,136394.39,Wallet,4.6,2023-01-16
ORD-6057-004036,CUST_00422,2023-06-29,Central,Bhopal,Store,Consumer,34.0,Office Supplies,Organizers,6.0,1138.53,6831.18,3557.06,3274.12,Debit Card,3.7,2023-07-02
ORD-2505-000484,CUST_00041,2024-10-08,West,Ahmedabad,Marketplace,Corporate,41.0,Clothing,,1.0,8402.74,8402.74,4292.74,4110.0,UPI,2.6,2024-10-10
ORD-5542-003521,CUST_00477,2022-12-20,South,Hyderabad,Online,Consumer,43.0,Home Appliances,Small Appliances,1.0,28816.35,28816.35,20705.08,8111.27,Wallet,3.1,2022-12-22
ORD-4338-002317,CUST_00351,2023-11-22,South,Hyderabad,Online,Consumer,47.0,Clothing,Men,1.0,3669.61,3669.61,2244.84,1424.77,Credit Card,4.0,2023-11-24
ORD-9285-007264,CUST_00019,2024-02-29,North,Jaipur,Marketplace,Consumer,19.0,Home Appliances,Kitchen,,31379.46,119241.94,97195.85,22046.09,UPI,3.3,2024-03-02
ORD-8969-006948,CUST_00021,2025-01-14,South,Chennai,Online,Corporate,45.0,Clothing,Women,6.0,9995.19,59971.14,29770.25,30200.9,Debit Card,3.9,2025-01-17
ORD-8358-006337,CUST_00356,2023-07-06,North,Delhi,Online,Consumer,21.0,Sports,Cycling,3.0,13568.74,40706.22,31624.95,9081.28,UPI,2.1,2023-07-11
ORD-5971-003950,CUST_00208,2022-01-12,South,Hyderabad,Online,Consumer,19.0,Clothing,Men,3.0,2157.21,6471.63,3439.85,2061.03,Debit Card,2.4,2022-01-19
ORD-2110-000089,CUST_00070,2023-02-06,Central,Indore,Marketplace,Consumer,55.0,Beauty,Haircare,4.0,7100.62,28402.48,13837.98,13144.37,Net Banking,3.5,2023-02-11
ORD-8676-006655,CUST_00570,2023-11-23,South,Bengaluru,Phone,Consumer,39.0,Electronics,Accessories,5.0,68120.37,340601.85,206242.08,134359.78,Net Banking,3.3,2023-11-25
ORD-2735-000714,CUST_00314,2025-05-07,South,Chennai,Online,Consumer,32.0,Clothing,Footwear,1.0,4372.33,4372.33,2171.04,1108.2,Credit Card,3.7,2025-05-09
ORD-4486-002465,CUST_01152,2023-04-13,West,Pune,Online,Corporate,37.0,Sports,Fitness,4.0,12482.16,49928.64,34518.15,15410.48,Wallet,4.7,2023-04-15
ORD-3552-001531,CUST_01165,2023-05-08,South,Hyderabad,Store,Consumer,37.0,Office Supplies,Pens,4.0,2495.48,9981.92,5784.32,3698.5,Net Banking,3.0,2023-05-15
ORD-3565-001544,CUST_00588,2022-10-18,South,Bengaluru,Marketplace,Consumer,37.0,Sports,,1.0,6417.0,6417.0,3229.01,1262.89,Debit Card,3.8,2022-10-22
ORD-4698-002677,CUST_00021,2022-01-08,South,,Online,Consumer,22.0,Grocery,Staples,2.0,570.57,1141.14,679.34,404.74,Net Banking,4.1,2022-01-15
ORD-11987-009966,CUST_00549,2024-06-26,East,Kolkata,Online,Consumer,29.0,Furniture,Storage,2.0,4671.035,9342.07,5621.58,3720.49,UPI,4.1,2024-06-28
ORD-10905-008884,CUST_00849,2024-11-22,South,Bengaluru,Marketplace,Consumer,54.0,Grocery,Snacks,3.0,977.64,2932.92,2080.54,705.73,UPI,2.9,2024-11-27
ORD-9687-007666,CUST_00969,2023-01-25,South,Bengaluru,Online,Consumer,31.0,Sports,Fitness,2.0,4824.0,9648.0,7960.28,1687.71,Debit Card,3.3,2023-01-29
ORD-3752-001731,CUST_00572,2022-05-26,South,Hyderabad,Online,Consumer,33.0,Furniture,Tables,1.0,35310.43,35310.43,24801.53,5212.33,UPI,3.9,2022-05-29
ORD-8599-006578,CUST_01059,2024-03-07,South,Bengaluru,Store,,49.0,Beauty,Cosmetics,1.0,7516.03,7516.03,3990.54,3149.69,Net Banking,2.3,2024-03-12
ORD-5434-003413,CUST_00725,2023-05-02,North,Chandigarh,Online,Corporate,23.0,Grocery,Snacks,1.0,455.84,455.84,333.51,53.96,Cash,3.9,2023-05-05
ORD-3171-001150,CUST_00458,2025-01-15,Central,Indore,Online,Consumer,49.0,Furniture,Storage,3.0,21257.4,63772.2,33078.77,17939.0,UPI,3.2,
ORD-10116-008095,CUST_00066,2023-01-10,East,Kolkata,Marketplace,Consumer,26.0,Beauty,Cosmetics,1.0,7033.43,7033.43,3381.38,1542.02,UPI,3.1,2023-01-15
ORD-7503-005482,CUST_00875,2024-03-29,South,,Marketplace,Consumer,50.0,Office Supplies,Binders,2.0,1129.04,2258.08,1854.18,403.9,Cash,3.6,2024-03-31
ORD-9418-007397,CUST_00635,2023-02-24,North,Chandigarh,Online,Small Business,37.0,Grocery,Snacks,8.0,75.21,601.68,290.48,311.23,Debit Card,3.3,2023-02-26
ORD-11626-009605,CUST_00994,2024-12-27,West,Mumbai,Marketplace,Consumer,32.0,Grocery,Snacks,4.0,1076.83,4307.32,1757.03,1473.46,Credit Card,2.9,2024-12-31
ORD-10396-008375,CUST_00763,2024-01-14,East,Guwahati,Marketplace,Consumer,48.0,Beauty,Skincare,8.0,5112.44,40899.52,34893.67,6005.86,Credit Card,3.7,2024-01-17
ORD-5783-003762,CUST_00612,2024-01-26,West,Pune,Store,Consumer,21.0,Sports,Team Sports,3.0,20239.4,60718.2,48077.46,12640.74,Net Banking,2.5,2024-01-27
ORD-10423-008402,CUST_00226,2022-08-05,Central,Bhopal,Marketplace,Consumer,13.0,Office Supplies,Binders,2.0,2033.14,4066.28,3197.56,665.41,Debit Card,3.1,2022-08-09
ORD-10364-008343,CUST_00982,2022-04-11,North,Jaipur,Online,Consumer,47.0,Clothing,Footwear,8.0,3927.38,31419.04,11825.25,11739.05,Cash,3.6,2022-04-14
ORD-7103-005082,CUST_01133,2022-04-01,North,Chandigarh,Online,Corporate,21.0,Office Supplies,,2.0,2491.33,4982.66,2598.49,2384.16,UPI,3.0,2022-04-03
ORD-7272-005251,CUST_00243,2022-07-30,South,Chennai,Marketplace,Small Business,36.0,Grocery,Snacks,3.0,782.41,2347.23,1719.13,393.38,Credit Card,3.4,2022-08-06
ORD-5465-003444,CUST_00066,2023-07-07,Central,Bhopal,Marketplace,Small Business,25.0,Office Supplies,Pens,3.0,735.9,2207.7,1552.2,324.35,Wallet,4.1,2023-07-10
ORD-8868-006847,CUST_01003,2025-06-28,South,Chennai,Online,Corporate,38.0,office supplies,Kitchen,4.0,46641.54,186566.16,117896.76,50012.79,Credit Card,3.9,2025-06-29
ORD-10322-008301,CUST_00916,2025-04-24,West,Mumbai,Store,Small Business,38.0,Electronics,Phones,3.0,46442.74,139328.22,89890.61,42471.21,UPI,4.2,2025-05-04
ORD-8694-006673,CUST_01062,2022-12-06,South,Chennai,Store,Corporate,54.0,Beauty,Cosmetics,2.0,5722.74,11445.48,7502.03,3371.17,Credit Card,3.5,2022-12-08
ORD-2438-000417,CUST_00895,2022-09-01,,Hyderabad,Store,Consumer,29.0,Electronics,Laptops,5.0,3916.76,19583.8,13765.2,5818.61,UPI,2.9,2022-09-04
ORD-5563-003542,CUST_00213,2023-03-04,Central,Nagpur,Online,Consumer,20.0,Office Supplies,,1.0,2309.13,2309.13,1526.27,782.86,Cash,4.4,2023-03-08
ORD-10784-008763,CUST_00395,2022-02-06,East,Kolkata,Online,Corporate,34.0,Home Appliances,Kitchen,1.0,40965.49,40965.49,24548.03,10272.64,Wallet,4.0,2022-02-09
ORD-8892-006871,CUST_01012,2022-03-19,East,Bhubaneswar,Online,Small Business,34.0,Electronics,Audio,3.0,82751.27,248253.81,179408.14,44020.28,Debit Card,2.3,2022-03-22
ORD-5482-003461,CUST_00351,2023-10-20,South,Hyderabad,Online,Consumer,39.0,,,1.0,7325.8,7325.8,3836.92,3122.59,UPI,3.3,2023-10-25
ORD-4906-002885,CUST_00988,2024-04-11,North,Chandigarh,Online,Corporate,18.0,Home Appliances,Cleaning,3.0,2078.72,6236.16,4022.92,2213.22,,4.7,2024-04-14
ORD-2130-000109,CUST_00768,2024-05-10,South,Bengaluru,Online,Consumer,27.0,Beauty,Cosmetics,1.0,1900.18,1900.18,1431.36,468.82,UPI,3.7,2024-05-13
ORD-7719-005698,CUST_00139,2022-11-12,South,Bengaluru,Store,Consumer,25.0,Electronics,Audio,4.0,89611.89,358447.56,200916.95,157530.59,Net Banking,3.3,2022-11-22
ORD-11668-009647,CUST_01077,2025-02-22,West,Pune,Online,Small Business,57.0,Furniture,Tables,2.0,26536.52,53073.04,26000.27,19111.81,UPI,3.3,2025-02-24
ORD-8002-005981,CUST_00996,2023-06-25,central ,Ahmedabad,Marketplace,Small Business,50.0,Grocery,Packaged Food,4.0,667.33,2669.32,1668.87,466.59,UPI,5.0,2023-06-28
ORD-6872-004851,CUST_00283,2023-11-05,Central,Indore,Store,Consumer,38.0,Electronics,Phones,2.0,31708.86,63417.72,35738.81,24508.03,UPI,5.0,2023-11-07
ORD-11605-009584,CUST_00572,2024-03-23,North,Chandigarh,Phone,Consumer,41.0,Beauty,Haircare,2.0,5337.99,10675.98,5123.74,5018.44,UPI,2.5,2024-04-02
ORD-5145-003124,CUST_00086,2024-10-13,East,Guwahati,Online,Small Business,34.0,Electronics,Laptops,5.0,35690.48,178452.4,95647.3,29269.37,Net Banking,4.1,2024-10-15
ORD-5934-003913,CUST_00967,2022-07-26,North,Jaipur,Online,Consumer,25.0,Electronics,Accessories,4.0,60631.44,242525.76,172569.18,33577.72,Credit Card,2.9,2022-07-27
ORD-10294-008273,CUST_00764,2022-09-10,North,Delhi,Phone,small_business,0,Furniture,Desks,2.0,18191.22,36382.44,22192.58,14189.85,UPI,3.9,2022-09-14
ORD-9905-007884,CUST_01171,2025-01-24,Central,Bhopal,Phone,Consumer,42.0,Clothing,Men,3.0,11963.74,35891.22,26997.28,7099.36,UPI,4.4,2025-01-25
ORD-5572-003551,CUST_00707,2023-05-26,Central,Bhopal,Store,Consumer,32.0,Furniture,Storage,2.0,13421.77,26843.54,9592.29,9198.18,Credit Card,4.0,2023-05-27
ORD-9357-007336,CUST_00617,2022-03-27,South,Bengaluru,Marketplace,Consumer,20.0,ELECTRONICS,Small Appliances,5.0,42191.75,210958.75,112588.55,77274.32,Net Banking,3.2,2022-03-30
ORD-5699-003678,CUST_00930,2024-12-17,South,Bengaluru,Online,Small Business,44.0,,Phones,3.0,29620.08,88860.24,43896.2,44964.05,Cash,2.4,2024-12-24
ORD-9523-007502,CUST_00228,2025-03-31,Central,Nagpur,Online,Small Business,43.0,Home Appliances,Cleaning,6.0,13859.57,83157.42,53731.71,12794.24,Wallet,4.2,2025-04-03
ORD-11180-009159,CUST_01118,2023-09-15,West,Ahmedabad,Online,Consumer,32.0,Beauty,Personal Care,4.0,4635.27,18541.08,10730.17,7810.92,Debit Card,3.6,2023-09-17
ORD-7066-005045,CUST_00477,2023-11-20,West,Mumbai,Store,Consumer,31.0,Beauty,Personal Care,1.0,3189.88,3189.88,2474.43,555.96,Net Banking,3.1,2023-11-24
ORD-11134-009113,CUST_00934,2024-05-21,East,Bhubaneswar,Online,small_business,50.0,Furniture,,4.0,38367.72,153470.88,107677.59,45793.28,Cash,-3.4,2024-05-24
ORD-3945-001924,CUST_00813,2022-05-23,South,Hyderabad,Marketplace,Corporate,26.0,Sports,Cycling,2.0,10428.05,20856.1,10202.7,10653.4,Wallet,5.0,2022-05-27
ORD-11485-009464,CUST_00230,2022-03-14,East,Bhubaneswar,Online,Consumer,33.0,Office Supplies,Pens,10.0,1222.01,12220.1,6990.0,4008.08,Debit Card,3.7,2022-03-19
ORD-2421-000400,CUST_00121,2022-04-23,West,Mumbai,Store ,Consumer,34.0,Electronics,,4.0,79576.4,318305.6,273901.61,44403.99,Wallet,4.3,2022-04-27
ORD-5964-003943,CUST_00074,2022-01-30,North,Jaipur,Store,Small Business,28.0,Home Appliances,Kitchen,2.0,49249.62,98499.24,64485.76,9388.67,UPI,4.1,2022-02-03
ORD-11669-009648,CUST_01148,2022-02-10,East,Bhubaneswar,Store,Corporate,30.0,Home Appliances,Cooling,12.0,18153.76,217845.12,129754.18,88090.93,UPI,5.0,2022-02-15
ORD-8184-006163,CUST_00258,2023-10-03,South,Chennai,Online,Consumer,44.0,Clothing,,3.0,11145.59,33436.77,18856.33,14580.43,Net Banking,4.4,2023-10-07
ORD-10290-008269,CUST_00804,2024-04-10,West,Pune,Online,Corporate,38.0,Grocery,Packaged Food,2.0,965.4,1930.8,942.32,988.49,UPI,3.1,2024-04-20
ORD-7847-005826,CUST_00680,2025-04-23,South,Chennai,Online,Corporate,25.0,Clothing,Kids,4.0,9572.43,38289.72,17703.77,18671.48,Wallet,4.6,2025-04-27
ORD-5392-003371,CUST_00598,2022-03-18,South,Hyderabad,Phone,Small Business,38.0,Beauty,Haircare,6.0,2343.41,14060.46,10926.29,3134.19,Net Banking,4.6,2022-03-23
ORD-6536-004515,CUST_01187,2023-05-26,East,Kolkata,Online,Consumer,45.0,Home Appliances,Small Appliances,2.0,18154.23,36308.46,24379.96,10113.08,Credit Card,4.0,2023-05-30
ORD-5479-003458,CUST_00825,2023-06-04,West,Ahmedabad,Marketplace,Corporate,30.0,Grocery,Beverages,12.0,2223.74,26684.88,18861.49,7823.45,Debit Card,3.8,2023-06-08
ORD-10258-008237,CUST_00259,2023-07-21,West,Pune,Online,Consumer,23.0,Grocery,Staples,3.0,1628.14,4884.42,3816.97,823.22,Debit Card,3.3,2023-07-23
ORD-7359-005338,CUST_00804,2022-08-26,East,Bhubaneswar,Online,Small Business,13.0,Beauty,Personal Care,2.0,3098.43,6196.86,4345.62,1851.23,Credit Card,3.0,2022-09-02
ORD-10721-008700,CUST_00617,2024-10-19,East,Kolkata,Online,Corporate,20.0,Furniture,Chairs,1.0,31807.53,31807.53,17283.14,14524.39,UPI,3.9,2024-10-21
ORD-11144-009123,CUST_00411,2023-08-03,West,Ahmedabad,Online,Consumer,41.0,Electronics,Audio,3.0,64638.38,193915.14,149889.43,44025.71,UPI,4.6,2023-08-04
ORD-6237-004216,CUST_00168,2022-11-27,Central,Indore,Online,Consumer,27.0,Office Supplies,Pens,3.0,2330.96,6992.88,3837.35,3155.53,UPI,3.9,2022-12-07
ORD-11943-009922,CUST_00365,2024-01-11,Central,Bhopal,Online,,24.0,Electronics,Phones,2.0,59294.62,118589.24,74997.59,31732.73,Credit Card,3.2,2024-01-15
ORD-10334-008313,CUST_00391,2022-01-05,North,Chandigarh,Phone,Consumer,33.0,Sports,Team Sports,4.0,17109.33,68437.32,52038.64,16398.66,Credit Card,3.6,2022-01-08
ORD-7543-005522,CUST_00658,2022-10-15,East,Bhubaneswar,Store,Consumer,47.0,Grocery,Beverages,5.0,2159.43,10797.15,7221.28,3036.02,UPI,3.9,
ORD-9650-007629,CUST_00883,2024-12-22,,Nagpur,Online,Consumer,39.0,Office Supplies,Binders,2.0,230.7,461.4,379.43,81.97,UPI,3.4,2025-01-05
ORD-9888-007867,CUST_00612,2023-03-19,North,Jaipur,,Corporate,36.0,Furniture,Storage,6.0,7466.08,44796.48,32089.09,8227.74,Net Banking,4.0,2023-04-02
ORD-10363-008342,CUST_00168,2024-03-12,East,,Store,Corporate,38.0,Electronics,Laptops,2.0,72428.7,144857.4,118817.93,26039.48,Net Banking,2.2,2024-03-15
ORD-5132-003111,CUST_01113,2025-03-02,West,Ahmedabad,Store,Consumer,30.0,Sports,Fitness,5.0,507.7,2538.5,1706.33,705.26,Wallet,4.5,2025-03-07
ORD-4235-002214,CUST_00971,2023-12-26,Central,Nagpur,Online,Consumer,35.0,Electronics,Audio,1.0,79389.96,79389.96,62545.41,16844.55,UPI,4.9,2023-12-28
ORD-10728-008707,CUST_01112,2024-12-11,West,Mumbai,Online,Corporate,31.0,Home Appliances,Cleaning,5.0,13005.84,65029.2,26929.29,25094.07,Credit Card,3.2,
ORD-8879-006858,CUST_00591,2022-10-07,South,Bengaluru,Phone,Consumer,41.0,Furniture,Desks,8.0,26920.4,215363.2,150462.26,54132.8,UPI,4.4,2022-10-11
ORD-5019-002998,CUST_00308,2022-02-17,,Bengaluru,Online,Consumer,29.0,Sports,Team Sports,8.0,16700.33,133602.64,61691.01,58551.35,Debit Card,3.9,
ORD-7994-005973,CUST_00374,2023-07-23,Central,Indore,Store,Small Business,25.0,Home Appliances,Small Appliances,6.0,9801.76,58810.56,35174.85,20695.2,Debit Card,5.0,2023-07-25
ORD-8228-006207,CUST_00946,2024-12-28,South,Chennai,Marketplace,Consumer,34.0,Beauty,Haircare,5.0,2565.55,12827.75,8634.03,4193.71,Credit card,4.6,2025-01-02
ORD-6734-004713,CUST_00707,2023-02-09,South,Hyderabad,Store,Small Business,36.0,Electronics,Phones,4.0,37074.38,148297.52,75509.7,72787.84,UPI,3.7,2023-02-14
ORD-6070-004049,CUST_00194,2024-03-29,Central,Indore,Marketplace,Consumer,24.0,Grocery,Packaged Food,12.0,1497.96,17975.52,14927.31,2149.43,UPI,3.3,2024-04-02
ORD-10380-008359,CUST_00433,2024-09-11,North,Chandigarh,Phone,Small Business,34.0,Sports,Cycling,6.0,2425.04,14550.24,10048.13,4502.13,,3.5,2024-09-15
ORD-3754-001733,CUST_00212,2023-12-28,East,Guwahati,Phone,CORPORATE,38.0,Furniture,Tables,3.0,10618.69,31856.07,15367.7,13302.75,Cash,4.3,
ORD-2382-000361,CUST_00408,2024-11-13,South,Hyderabad,Online,,32.0,Office Supplies,Binders,2.0,587.07,1174.14,770.11,404.02,UPI,3.1,2024-11-17
ORD-10204-008183,CUST_00893,2023-09-21,North,Jaipur,Online,Consumer,48.0,Sports,Fitness,5.0,23236.41,116182.05,67852.98,48329.08,Debit Card,4.2,2023-10-05
ORD-8606-006585,CUST_00489,2023-05-28,,Pune,Marketplace,Consumer,22.0,Clothing,Kids,1.0,4223.15,4223.15,3129.17,1093.97,Wallet,4.2,2023-05-30
ORD-3415-001394,CUST_00855,2022-07-04,East,Bhubaneswar,Online,Consumer,34.0,Clothing,Men,3.0,11357.82,34073.46,26667.28,7406.18,Wallet,4.2,2022-07-09
ORD-2123-000102,CUST_00568,2024-05-31,West,Ahmedabad,Online,Consumer,41.0,Home Appliances,Cooling,1.0,10993.87,10993.87,7612.26,1732.53,Credit Card,4.2,2024-06-03
ORD-10885-008864,CUST_00607,2023-11-18,West,Mumbai,Online,Consumer,39.0,,Pens,5.0,795.75,3978.75,1904.62,1676.27,Net Banking,4.0,2023-11-21
ORD-10945-008924,CUST_00356,2022-12-08,Central,Indore,Online,Small Business,46.0,Clothing,Men,10.0,9405.61,94056.1,81759.97,12296.08,Net Banking,3.4,2022-12-10
ORD-2872-000851,CUST_00144,2023-10-08,North,Chandigarh,Store,corporate ,36.0,Electronics,Phones,2.0,71550.68,143101.36,63072.4,65718.83,Credit Card,4.8,2023-10-10
ORD-8266-006245,CUST_00881,2024-12-27,West,Mumbai,Store,Consumer,23.0,Furniture,Storage,2.0,33944.14,67888.28,43192.24,21301.63,UPI,2.5,2025-01-10
ORD-6498-004477,CUST_01139,2022-01-04,South,Chennai,,Corporate,37.0,Home Appliances,Small Appliances,3.0,5005.27,15015.81,11926.74,3089.05,UPI,4.0,2022-01-06
ORD-7314-005293,CUST_00039,2023-04-03,North,Chandigarh,Online,Corporate,43.0,Clothing,,5.0,11295.62,56478.1,36026.97,9155.52,Cash,3.7,
ORD-5623-003602,CUST_00488,2023-05-20,East,Bhubaneswar,Online,Consumer,43.0,Sports,Cycling,3.0,2025.76,6077.28,3695.06,2382.21,UPI,3.2,2023-05-23
ORD-4881-002860,CUST_00611,2023-09-18,North,Delhi,Phone,Small Business,57.0,Clothing,Kids,4.0,4197.09,16788.36,8792.19,7996.18,Credit Card,3.0,2023-09-25
ORD-10694-008673,CUST_00344,2025-02-08,East,Kolkata,Online,Small business,17.0,Furniture,Tables,3.0,5201.28,15603.84,6835.75,7207.71,Wallet,4.5,2025-02-11
ORD-5600-003579,CUST_00730,2024-11-16,West,Mumbai,Online,CORPORATE,29.0,Sports,Cycling,8.0,13099.51,104796.08,74839.87,29956.19,Wallet,3.0,2024-11-21
ORD-10560-008539,CUST_01168,2024-06-27,East,Kolkata,Online,Consumer,28.0,Sports,Team Sports,2.0,14398.92,28797.84,24482.5,4315.34,Credit Card,3.4,2024-06-30
ORD-11137-009116,CUST_00294,2022-11-22,East,Guwahati,Phone,Corporate,20.0,Electronics,Phones,1.0,10019.32,10019.32,4673.29,3843.14,Net Banking,4.5,2022-11-25
ORD-10847-008826,CUST_00046,2022-03-19,South,Hyderabad,Store,Corporate,53.0,Home Appliances,Kitchen,3.0,39818.6,119455.8,85497.01,33958.78,Cash,3.9,2022-03-21
ORD-9077-007056,CUST_00281,2023-05-03,North,Delhi,Online,Small Business,44.0,Home Appliances,Cooling,2.0,7638.29,15276.58,10614.44,2370.65,Credit Card,3.5,2023-05-05
ORD-4190-002169,CUST_00410,2022-02-03,West,Pune,Online,Corporate,45.0,Sports,Outdoor,1.0,13580.56,13580.56,4902.95,5282.47,Credit Card,3.0,2022-02-10
ORD-5253-003232,CUST_00739,2022-10-15,West,Pune,Online,Consumer,44.0,Electronics,Accessories,5.0,53431.65,267158.25,180088.68,87069.57,,3.7,2022-10-22
ORD-8955-006934,CUST_00721,2022-08-08,North,Chandigarh,Store,Consumer,25.0,Electronics,Accessories,2.0,18516.44,37032.88,26688.93,6640.67,,3.2,2022-08-11
ORD-5059-003038,CUST_00012,2025-04-20,Central,Nagpur,Marketplace,Consumer,42.0,Clothing,Footwear,6.0,2981.98,17891.88,11456.14,4646.57,Net Banking,4.3,2025-04-24
ORD-6144-004123,CUST_00573,2025-04-25,West,Mumbai,Online,Small Business,32.0,Furniture,Storage,4.0,37077.47,148309.88,111769.63,36540.24,UPI,3.5,2025-04-29
